Data;Godzina;Goście;Gospodarze;Sezon;Stadion;Sędzia;AG;AvgA;AvgD;AvgH;HG;MaxA;MaxD;MaxH;PA;PD;PH;Czerwone kartki A;Czerwone kartki H;Faule A;Faule H;Interwencje bramkarzy A;Interwencje bramkarzy H;Posiadanie piłki A;Posiadanie piłki H;Rzuty rożne A;Rzuty rożne H;Rzuty wolne A;Rzuty wolne H;Spalone A;Spalone H;Strzały na bramkę A;Strzały na bramkę H;Strzały niecelne A;Strzały niecelne H;Strzały zablokowane A;Strzały zablokowane H;Sytuacje bramkowe A;Sytuacje bramkowe H;Wrzuty z autu A;Wrzuty z autu H;Żółte kartki A;Żółte kartki H;Zawodnik 1 A;Zawodnik 1 H;Zawodnik 2 A;Zawodnik 2 H;Zawodnik 3 A;Zawodnik 3 H;Zawodnik 4 A;Zawodnik 4 H;Zawodnik 5 A;Zawodnik 5 H;Zawodnik 6 A;Zawodnik 6 H;Zawodnik 7 A;Zawodnik 7 H;Zawodnik 8 A;Zawodnik 8 H;Zawodnik 9 A;Zawodnik 9 H;Zawodnik 10 A;Zawodnik 10 H;Zawodnik 11 A;Zawodnik 11 H;Res
19.04.2016;18:00;Piast Gliwice;Lech Poznań;2015/2016;Stadion Miejski (Poznań);Frankowski B. (Pol);2;4,59;3,53;1,76;2;5,29;3,79;1,86;5,29;3,69;1,77;1;0;10;12;3;5;0,49;0,51;4;5;14;11;1;2;7;5;6;8;3;3;16;16;26;23;0;3;Szmatuła J.;Buric J.;Mokwa T.;Kędziora T.;Korun U.;Arajuuri P.;Hebert;Kaminski M.;Mraz P.;Kadar T.;Zivec S.;Trałka Ł.;Vacek K.;Tetteh A.;Murawski R.;Jevtić D.;Bukata M.;Linetty K.;Szeliga B.;Pawlowski S.;Barisic J.;Nielsen N.;D
19.04.2016;20:30;Pogoń Szczecin;Lechia Gdańsk;2015/2016;Polsat Plus Arena (Gdańsk);Gil P. (Pol);0;4,98;3,59;1,69;2;5,9;3,88;1,77;5,28;3,81;1,75;0;0;11;10;2;3;0,48;0,52;4;8;12;12;1;1;3;4;2;11;6;3;11;18;24;23;1;1;Kudła D.;Milinkovic-Savic V.;Rudol S.;Wojtkowiak G.;Czerwiński J.;Maloca M.;Fojut J.;Wawrzyniak J.;Nunes R.;Chrapek M.;Murawski R.;Kovacevic A.;Piotrowski J.;Mila S.;Frączczak A.;Peszko S.;Akahoshi T.;Krasic M.;Gyurcso A.;Paixao F.;Dvalishvili V.;Kuswik G.;H
19.04.2016;20:30;Legia Warszawa;Ruch Chorzów;2015/2016;Stadion Ruchu Chorzów (Chorzów);Krasny S. (Pol);0;1,57;3,92;5,55;0;1,65;4,35;6,5;1,59;4,25;6,18;0;0;17;11;4;6;0,53;0,47;7;6;12;18;1;2;6;4;3;6;3;0;12;10;11;15;1;1;Malarz A.;Putnocky M.;Bereszyński B.;Konczkowski M.;Jędrzejczyk A.;Grodzicki R.;Rzeźniczak J.;Cichocki M.;Hlousek A.;Koj M.;Borysiuk A.;Surma L.;Guilherme;Hanzel L.;Aleksandrov M.;Podgorski T.;Prijovic A.;Lipski P.;Kucharczyk M.;Moneta L.;Nikolics N.;Stepinski M.;D
20.04.2016;18:00;Korona Kielce;Bruk-Bet T.;2015/2016;Termalica Bruk-Bet Nieciecza (Nieciecza);Kwiatkowski T. (Pol);0;3,47;3,24;2,11;0;3,75;3,4;2,24;3,71;3,4;2,17;0;0;19;14;3;4;0,44;0,56;2;5;17;17;0;3;4;3;3;6;4;2;11;11;25;31;2;0;Trela D.;Nowak S.;Rymaniak B.;Ziajka S.;Dejmek R.;Stano P.;Diaw E. P.;Putivtsev A.;Sylwestrzak K.;Fryc P.;Pylypchuk S.;Pleva D.;Fertovs A.;Kupczak M.;Grzelak R.;Biskup J.;Sierpina L.;Misak P.;Cebula M.;Jarecki D.;Airam;Kedziora W.;D
20.04.2016;18:00;Wisła Kraków;Górnik Łęczna;2015/2016;Stadion GKS Górnik Łęczna (Łęczna);Wajda T. (Pol);3;2,44;3,2;2,84;0;2,56;3,46;3,04;2,53;3,37;3;0;0;15;14;0;6;0,61;0,39;5;4;15;17;1;2;9;0;5;2;2;3;16;5;13;28;1;2;Miskiewicz M.;Prusak S.;Jovic B.;Sasin P.;Guzmics R.;Pruchnik Radosław;Glowacki A.;Bozic T.;Sadlok M.;Leandro;Popovic D.;Boguslawski L.;Boguski R.;Bednarek J.;Malecki P.;Bonin G.;Wolski R.;Nikitovic V.;Guerrier W.;Piesio G.;Ondrasek Z.;Śpiączka B.;A
20.04.2016;20:30;Podbeskidzie B-B;Górnik Zabrze;2015/2016;Stadion im. Ernesta Pohla (Zabrze);Zlotek M. (Pol);0;2,83;3,24;2,43;1;3;3,46;2,58;2,93;3,46;2,54;0;0;18;23;2;3;0,55;0,45;5;8;25;19;0;0;3;3;6;3;3;4;12;10;27;22;2;1;Zubas E.;Kasprzik G.;Veretilo O.;Danch A.;Piacek J.;Kopacz B.;Baranowski P.;Oss M.;Mojta A.;Matuszek S.;Kato K.;Kurzawa R.;Sokolowski M.;Przybylski M.;Mozdzen M.;Kallaste K.;Sloboda A.;Gergel R.;Chmiel D.;Cerimagic A.;Szczepaniak M.;Kante;H
20.04.2016;20:30;Jagiellonia Białystok;Śląsk Wrocław;2015/2016;Tarczyński Arena (Wrocław);Lasyk P. (Pol);1;3,4;3,15;2,17;3;3,71;3,4;2,26;3,71;3,28;2,22;0;0;11;17;5;11;0,43;0,57;6;9;20;18;7;3;12;8;2;5;4;3;18;16;19;25;3;0;Drągowski B.;Abramowicz M.;Burliga L.;Zieliński P.;Szymonowicz D.;Celeban P.;Guti;Kokoszka A.;Tomasik P.;Dvali L.;Grzyb R.;Hateley T.;Góralski J.;Gecov M.;Romanczuk T.;Grajciar P.;Vassiljev K.;Morioka R.;Cernych F.;Pich R.;Grzelczak P.;Mervo B.;H
22.04.2016;18:00;Ruch Chorzów;Zagłębie Lubin;2015/2016;Stadion Zagłębia Lubin (Lubin);Raczkowski P. (Pol);1;4,68;3,5;1,75;4;5,15;3,79;1,83;5,15;3,79;1,76;0;0;10;12;2;3;0,4;0,6;3;6;13;10;0;2;4;5;3;7;0;4;7;16;28;23;1;2;Putnocky M.;Polacek M.;Konczkowski M.;Todorovski A.;Cichocki M.;Dąbrowski M.;Koj M.;Guldan L.;Oleksy P.;Tosik J.;Surma L.;Piątek L.;Hanzel L.;Kubicki J.;Podgorski T.;Janoszka L.;Lipski P.;Starzyński F.;Moneta L.;Wozniak A.;Stepinski M.;Piątek K.;H
22.04.2016;20:30;Cracovia;Legia Warszawa;2015/2016;Stadion Wojska Polskiego (Warszawa);Przybyl J. (Pol);0;7,34;4,38;1,42;4;8,9;5;1,53;8,17;4,62;1,46;0;0;10;13;3;1;0,42;0,58;5;9;19;13;1;6;1;7;2;5;0;3;3;15;33;44;2;1;Sandomierski G.;Malarz A.;Deleu;Jędrzejczyk A.;Bejan F.;Rzeźniczak J.;Wołąkiewicz H.;Lewczuk I.;Wójcicki J.;Hlousek A.;Kapustka B.;Borysiuk A.;Covilo M.;Duda O.;Jendrisek E.;Guilherme;Cetnarski M.;Prijovic A.;Wdowiak M.;Kucharczyk M.;Vestenicky T.;Nikolics N.;H
23.04.2016;15:30;Górnik Łęczna;Korona Kielce;2015/2016;Suzuki Arena (Kielce);Marciniak S. (Pol);1;3,35;3,17;2,18;1;3,9;3,34;2,3;3,57;3,34;2,24;0;0;19;10;8;4;0,54;0,46;6;8;11;22;3;1;5;9;5;10;5;4;15;23;28;21;2;1;Rodic S.;Trela D.;Sasin P.;Rymaniak B.;Pruchnik Radosław;Dejmek R.;Bozic T.;Diaw E. P.;Leandro;Sylwestrzak K.;Bonin G.;Pylypchuk S.;Nikitovic V.;Grzelak R.;Bednarek J.;Pawłowski B.;Piesio G.;Jovanovic V.;Pitry P.;Fertovs A.;Śpiączka B.;Airam;D
23.04.2016;18:00;Śląsk Wrocław;Podbeskidzie B-B;2015/2016;Stadion Miejski (Bielsko-Biała);Frankowski B. (Pol);2;2,53;3,13;2,8;1;2,72;3,28;2,99;2,72;3,28;2,84;0;0;12;14;2;8;0,5;0,5;7;6;16;13;1;2;10;3;8;6;6;5;24;14;30;32;2;2;Abramowicz M.;Zubas E.;Zieliński P.;Sokolowski M.;Celeban P.;Baranowski P.;Kokoszka A.;Kolcak K.;Pawelec M.;Mojta A.;Hateley T.;Kato K.;Holota T.;Deja A.;Grajciar P.;Tarnowski P.;Morioka R.;Mozdzen M.;Pich R.;Stefanik S.;Mervo B.;Szczepaniak M.;A
23.04.2016;20:30;Lech Poznań;Pogoń Szczecin;2015/2016;Stadion Miejski w Szczecinie (Szczecin);Stefanski D. (Pol);0;2,51;3,12;2,82;1;2,7;3,26;3,01;2,62;3,26;2,93;0;0;14;10;4;5;0,52;0,48;6;4;10;14;0;0;5;5;12;9;0;1;17;15;30;17;3;3;Buric J.;Slowik J.;Ceesay K.;Frączczak A.;Kadar T.;Rudol S.;Wilusz M.;Czerwiński J.;Volkov V.;Lewandowski M.;Lovrencsics G.;Akahoshi T.;Linetty K.;Matras M.;Trałka Ł.;Murawski R.;Pawlowski S.;Nunes R.;Gajos M.;Zwoliński Ł.;Kownacki D.;Dvalishvili V.;H
24.04.2016;15:30;Górnik Zabrze;Jagiellonia Białystok;2015/2016;Stadion Miejski (Białystok);Musial T. (Pol);0;4,42;3,53;1,78;0;5;3,8;1,86;4,73;3,76;1,83;0;0;18;14;1;3;0,54;0,46;8;9;14;19;0;1;3;1;6;3;4;6;13;10;30;30;1;0;Kasprzik G.;Drągowski B.;Kopacz B.;Sirok M.;Danch A.;Szymonowicz D.;Oss M.;Guti;Matuszek S.;Tomasik P.;Przybylski M.;Cernych F.;Kurzawa R.;Grzyb R.;Kallaste K.;Romanczuk T.;Gergel R.;Mackiewicz K.;Cerimagic A.;Vassiljev K.;Kante;Świderski K.;D
24.04.2016;18:00;Lechia Gdańsk;Piast Gliwice;2015/2016;Stadion Miejski w Gliwicach (Gliwice);Jakubik K. (Pol);0;2,34;3,26;2,97;3;2,47;3,49;3,2;2,4;3,49;3,11;0;0;15;27;3;6;0,53;0,47;9;3;26;15;1;1;6;6;6;5;2;1;14;12;30;21;1;2;Milinkovic-Savic V.;Szmatuła J.;Wojtkowiak G.;Mokwa T.;Janicki R.;Korun U.;Wawrzyniak J.;Hebert;Chrapek M.;Mraz P.;Kovacevic A.;Pietrowski M.;Mila S.;Bukata M.;Peszko S.;Murawski R.;Paixao F.;Zivec S.;Krasic M.;Nespor M.;Kuswik G.;Barisic J.;H
25.04.2016;18:00;Bruk-Bet T.;Wisła Kraków;2015/2016;Stadion Miejski im. Henryka Reymana (Kraków);Gil P. (Pol);2;5,26;3,66;1,64;2;5,8;4,05;1,7;5,63;3,91;1,69;0;0;15;17;0;3;0,35;0,65;3;1;19;14;1;1;5;2;1;4;4;4;10;10;22;24;1;5;Nowak S.;Miskiewicz M.;Stano P.;Jovic B.;Soldecki D.;Glowacki A.;Putivtsev A.;Guzmics R.;Fryc P.;Sadlok M.;Babiarz B.;Boguski R.;Kupczak M.;Popovic D.;Ziajka S.;Wolski R.;Foszmanczyk T.;Malecki P.;Nikolic S.;Brożek Pa.;Gutkovskis V.;Ondrasek Z.;D
28.04.2016;18:00;Lechia Gdańsk;Lech Poznań;2015/2016;Stadion Miejski (Poznań);Przybyl J. (Pol);0;2,88;3,06;2,51;0;3,13;3,3;2,65;3,04;3,14;2,65;0;0;10;16;5;3;0,43;0,57;3;13;20;15;5;5;3;5;3;8;3;5;9;18;27;28;1;3;Milinkovic-Savic V.;Buric J.;Janicki R.;Kędziora T.;Maloca M.;Arajuuri P.;Wawrzyniak J.;Kaminski M.;Peszko S.;Volkov V.;Kovacevic A.;Linetty K.;Mila S.;Tetteh A.;Haraslin L.;Lovrencsics G.;Paixao F.;Gajos M.;Krasic M.;Pawlowski S.;Kuswik G.;Nielsen N.;D
28.04.2016;18:00;Legia Warszawa;Zagłębie Lubin;2015/2016;Stadion Zagłębia Lubin (Lubin);Frankowski B. (Pol);0;2,07;3,33;3,49;2;2,17;3,68;3,95;2,14;3,6;3,56;0;0;11;14;1;2;0,54;0,46;4;4;23;13;2;8;2;3;4;3;5;1;11;7;33;37;4;1;Malarz A.;Polacek M.;Broz L.;Todorovski A.;Lewczuk I.;Guldan L.;Jędrzejczyk A.;Dąbrowski M.;Hlousek A.;Tosik J.;Guilherme;Piątek L.;Borysiuk A.;Kubicki J.;Duda O.;Wozniak A.;Prijovic A.;Starzyński F.;Kucharczyk M.;Janoszka L.;Nikolics N.;Piątek K.;H
29.04.2016;18:00;Śląsk Wrocław;Górnik Zabrze;2015/2016;Stadion im. Ernesta Pohla (Zabrze);Gil P. (Pol);1;2,44;3,2;2,87;2;2,6;3,4;3,05;2,5;3,4;3,03;0;0;12;10;1;6;0,62;0,38;8;2;11;13;1;1;7;3;4;2;7;6;18;11;35;25;1;4;Abramowicz M.;Kasprzik G.;Pawelec M.;Kopacz B.;Celeban P.;Danch A.;Dvali L.;Oss M.;Dudu;Matuszek S.;Holota T.;Przybylski M.;Hateley T.;Kurzawa R.;Grajciar P.;Kallaste K.;Morioka R.;Gergel R.;Pich R.;Kante;Mervo B.;Cerimagic A.;H
29.04.2016;20:30;Cracovia;Ruch Chorzów;2015/2016;Stadion Ruchu Chorzów (Chorzów);Kwiatkowski T. (Pol);1;2,3;3,3;2,99;0;2,4;3,52;3,2;2,37;3,52;3,14;0;0;18;13;1;1;0,4;0,6;2;3;14;16;0;1;2;1;8;4;1;2;11;7;12;11;4;1;Sandomierski G.;Putnocky M.;Deleu;Konczkowski M.;Bejan F.;Cichocki M.;Wołąkiewicz H.;Koj M.;Jaroszynski P.;Oleksy P.;Wójcicki J.;Podgorski T.;Budzinski M.;Surma L.;Cetnarski M.;Lipski P.;Covilo M.;Hanzel L.;Kapustka B.;Moneta L.;Jendrisek E.;Stepinski M.;A
30.04.2016;18:00;Górnik Łęczna;Bruk-Bet T.;2015/2016;Termalica Bruk-Bet Nieciecza (Nieciecza);Jakubik K. (Pol);2;3,46;3,18;2,13;0;3,92;3,4;2,25;3,52;3,38;2,25;0;0;22;12;3;1;0,32;0,68;5;8;11;25;3;0;3;3;1;9;2;8;6;20;17;27;5;2;Prusak S.;Nowak S.;Sasin P.;Pleva D.;Bozic T.;Stano P.;Szmatiuk M.;Putivtsev A.;Leandro;Jarecki D.;Pruchnik Radosław;Foszmanczyk T.;Bednarek J.;Babiarz B.;Bonin G.;Kupczak M.;Nowak T.;Biskup J.;Śpiączka B.;Kedziora W.;Pitry P.;Gutkovskis V.;A
30.04.2016;20:30;Wisła Kraków;Korona Kielce;2015/2016;Suzuki Arena (Kielce);Lasyk P. (Pol);2;2,3;3,22;3,04;3;2,5;3,45;3,3;2,33;3,42;3,28;0;0;15;23;1;3;0,65;0,35;7;8;23;15;0;0;5;4;4;3;4;4;13;11;31;25;3;3;Miskiewicz M.;Trela D.;Jovic B.;Rymaniak B.;Glowacki A.;Dejmek R.;Guzmics R.;Verkhovtsov D.;Sadlok M.;Sylwestrzak K.;Mączyński K.;Pylypchuk S.;Balashov V.;Grzelak R.;Wolski R.;Pawłowski B.;Brlek P.;Jovanovic V.;Guerrier W.;Fertovs A.;Ondrasek Z.;Airam;H
01.05.2016;15:30;Podbeskidzie B-B;Jagiellonia Białystok;2015/2016;Stadion Miejski (Białystok);Stefanski D. (Pol);2;4,28;3,41;1,84;3;4,65;3,7;1,93;4,56;3,55;1,91;0;0;13;13;4;2;0,48;0,52;5;8;15;15;0;1;4;7;4;10;2;5;10;22;35;31;3;1;Zubas E.;Drągowski B.;Kolcak K.;Burliga L.;Baranowski P.;Szymonowicz D.;Piacek J.;Guti;Mojta A.;Tomasik P.;Tarnowski P.;Frankowski P.;Kato K.;Grzyb R.;Deja A.;Romanczuk T.;Chmiel D.;Mackiewicz K.;Mozdzen M.;Vassiljev K.;Demjan R.;Cernych F.;H
01.05.2016;18:00;Pogoń Szczecin;Piast Gliwice;2015/2016;Stadion Miejski w Gliwicach (Gliwice);Krasny S. (Pol);1;3,84;3,44;1,92;2;4,2;3,65;2;4,1;3,65;1,97;0;0;18;13;3;3;0,49;0,51;9;2;17;21;3;4;4;5;9;7;4;1;17;13;24;26;1;1;Slowik J.;Szmatuła J.;Frączczak A.;Mokwa T.;Rudol S.;Korun U.;Fojut J.;Hebert;Lewandowski M.;Mraz P.;Matras M.;Zivec S.;Akahoshi T.;Pietrowski M.;Murawski R.;Murawski R.;Nunes R.;Bukata M.;Zwoliński Ł.;Barisic J.;Dvalishvili V.;Nespor M.;H
06.05.2016;18:00;Korona Kielce;Podbeskidzie B-B;2015/2016;Stadion Miejski (Bielsko-Biała);Kwiatkowski T. (Pol);1;2,93;3,06;2,48;1;3,2;3,3;2,71;3,03;3,03;2,7;0;1;11;17;1;3;0,38;0,62;6;7;16;12;2;1;4;2;8;4;5;4;17;10;18;33;1;3;Trela D.;Zubas E.;Rymaniak B.;Wierietilo O.;Dejmek R.;Piacek J.;Diaw E. P.;Baranowski P.;Sylwestrzak K.;Mojta A.;Pylypchuk S.;Kato K.;Grzelak R.;Sloboda A.;Pawłowski B.;Kowalski J.;Jovanovic V.;Mozdzen M.;Fertovs A.;Tarnowski P.;Sekulski L.;Demjan R.;D
06.05.2016;20:30;Jagiellonia Białystok;Wisła Kraków;2015/2016;Stadion Miejski im. Henryka Reymana (Kraków);Przybyl J. (Pol);0;4,2;3,52;1,82;1;4,75;3,85;1,89;4,6;3,63;1,88;0;0;14;14;3;5;0,42;0,58;10;7;15;15;1;1;5;4;6;6;4;2;15;12;27;38;3;2;Drągowski B.;Miskiewicz M.;Burliga L.;Bartosz J.;Szymonowicz D.;Guzmics R.;Guti;Sadlok M.;Tomasik P.;Cywka T.;Grzyb R.;Boguski R.;Romanczuk T.;Mączyński K.;Frankowski P.;Wolski R.;Vassiljev K.;Malecki P.;Mackiewicz K.;Brożek Pa.;Cernych F.;Ondrasek Z.;H
07.05.2016;15:30;Bruk-Bet T.;Śląsk Wrocław;2015/2016;Tarczyński Arena (Wrocław);Musial T. (Pol);1;4,02;3,28;1,93;2;4,5;3,55;2,04;4,42;3,41;2;0;0;14;12;2;4;0,47;0,53;6;5;20;15;0;1;5;3;3;6;6;2;14;11;26;25;2;2;Nowak S.;Abramowicz M.;Ziajka S.;Zieliński P.;Stano P.;Celeban P.;Soldecki D.;Kokoszka A.;Putivtsev A.;Dvali L.;Babiarz B.;Hateley T.;Kupczak M.;Gecov M.;Fryc P.;Grajciar P.;Foszmanczyk T.;Morioka R.;Juhar M.;Pich R.;Nikolic S.;Biliński K.;H
07.05.2016;18:00;Górnik Zabrze;Górnik Łęczna;2015/2016;Stadion GKS Górnik Łęczna (Łęczna);Raczkowski P. (Pol);0;3,43;3,24;2,12;0;3,78;3,42;2,2;3,69;3,38;2,19;0;0;16;8;1;5;0,64;0,36;7;4;11;18;3;2;5;1;2;5;1;6;8;12;31;29;2;2;Kasprzik G.;Prusak S.;Danch A.;Sasin P.;Oss M.;Szmatiuk M.;Kallaste K.;Bozic T.;Kopacz B.;Leandro;Gergel R.;Bonin G.;Przybylski M.;Pruchnik Radosław;Kurzawa R.;Bednarek J.;Cerimagic A.;Śpiączka B.;Matuszek S.;Nowak T.;Kante;Pitry P.;D
07.05.2016;20:30;Ruch Chorzów;Lechia Gdańsk;2015/2016;Polsat Plus Arena (Gdańsk);Stefanski D. (Pol);1;9,2;4,66;1,34;2;11;5,16;1,42;10,92;5,16;1,35;1;0;10;17;3;2;0,51;0,49;4;3;21;11;1;4;3;5;4;4;2;3;9;12;24;24;3;1;Putnocky M.;Milinkovic-Savic V.;Konczkowski M.;Janicki R.;Grodzicki R.;Maloca M.;Cichocki M.;Wawrzyniak J.;Koj M.;Chrapek M.;Surma L.;Krasic M.;Hanzel L.;Wojtkowiak G.;Podgorski T.;Mila S.;Lipski P.;Peszko S.;Moneta L.;Paixao F.;Stepinski M.;Kuswik G.;H
08.05.2016;15:30;Lech Poznań;Cracovia;2015/2016;Stadion MKS Cracovia (Kraków);Jakubik K. (Pol);0;2,84;3,13;2,46;2;3,06;3,26;2,62;3;3,26;2,6;0;0;14;14;0;3;0,58;0,42;10;4;15;18;4;1;3;2;9;5;4;2;16;9;28;25;2;2;Buric J.;Sandomierski G.;Ceesay K.;Deleu;Kadar T.;Bejan F.;Kaminski M.;Wołąkiewicz H.;Volkov V.;Jaroszynski P.;Lovrencsics G.;Budzinski M.;Tetteh A.;Covilo M.;Linetty K.;Wójcicki J.;Pawlowski S.;Cetnarski M.;Jevtić D.;Kapustka B.;Gajos M.;Jendrisek E.;H
08.05.2016;15:30;Zagłębie Lubin;Pogoń Szczecin;2015/2016;Stadion Miejski w Szczecinie (Szczecin);Gil P. (Pol);3;2,64;3,06;2,7;1;2,83;3,2;2,93;2,76;3,12;2,93;0;0;10;15;0;2;0,47;0,53;6;6;17;12;1;1;5;1;5;9;4;5;14;15;25;26;0;2;Polacek M.;Slowik J.;Todorovski A.;Frączczak A.;Dąbrowski M.;Czerwiński J.;Guldan L.;Fojut J.;Tosik J.;Lewandowski M.;Piątek L.;Gyurcso A.;Kubicki J.;Matras M.;Janoszka L.;Nunes R.;Starzyński F.;Murawski R.;Wozniak A.;Zwoliński Ł.;Piątek K.;Dvalishvili V.;A
08.05.2016;18:00;Piast Gliwice;Legia Warszawa;2015/2016;Stadion Wojska Polskiego (Warszawa);Marciniak S. (Pol);0;7,46;4,31;1,42;4;8,66;4,79;1,55;8,66;4,79;1,43;0;0;9;12;4;3;0,5;0,5;6;10;15;12;3;3;3;8;2;2;1;5;6;15;27;18;2;0;Szmatuła J.;Malarz A.;Korun U.;Jędrzejczyk A.;Pietrowski M.;Lewczuk I.;Hebert;Pazdan M.;Mak M.;Hlousek A.;Bukata M.;Guilherme;Vacek K.;Borysiuk A.;Mraz P.;Jodłowiec T.;Szeliga B.;Kucharczyk M.;Zivec S.;Hamalainen K.;Nespor M.;Nikolics N.;H
10.05.2016;20:30;Podbeskidzie B-B;Górnik Łęczna;2015/2016;Stadion GKS Górnik Łęczna (Łęczna);Kwiatkowski T. (Pol);1;3,53;3,31;2,06;5;3,86;3,52;2,46;3,11;3,37;2,46;0;0;13;19;5;3;0,58;0,42;3;5;22;15;2;2;4;10;6;3;5;6;15;19;33;21;2;0;Zubas E.;Prusak S.;Wierietilo O.;Sasin P.;Piacek J.;Pruchnik Radosław;Baranowski P.;Bozic T.;Mojta A.;Leandro;Kato K.;Bonin G.;Sokolowski M.;Szmatiuk M.;Kowalski J.;Bednarek J.;Mozdzen M.;Piesio G.;Chmiel D.;Nowak T.;Demjan R.;Pitry P.;H
10.05.2016;20:30;Korona Kielce;Górnik Zabrze;2015/2016;Stadion im. Ernesta Pohla (Zabrze);Raczkowski P. (Pol);0;3,87;3,32;1,94;0;4,31;3,45;2,05;;;;0;0;17;19;1;0;0,45;0,55;3;2;20;18;0;1;0;1;5;8;3;7;8;16;24;28;0;2;Trela D.;Kasprzik G.;Rymaniak B.;Oss M.;Dejmek R.;Danch A.;Diaw E. P.;Shevelyukhin A.;Gabovs V.;Matuszek S.;Pylypchuk S.;Przybylski M.;Jovanovic V.;Kurzawa R.;Grzelak R.;Kallaste K.;Pawłowski B.;Steblecki S.;Aankour N.;Cerimagic A.;Sekulski L.;Gergel R.;D
10.05.2016;20:30;Bruk-Bet T.;Jagiellonia Białystok;2015/2016;Stadion Miejski (Białystok);Stefanski D. (Pol);1;2,92;3,18;2,41;0;3,07;3,52;2,52;3,04;3,52;2,43;0;0;6;15;4;0;0,39;0,61;2;11;16;12;2;2;0;4;3;5;1;5;4;14;33;41;3;0;Pilarz K.;Drągowski B.;Ziajka S.;Burliga L.;Stano P.;Szymonowicz D.;Putivtsev A.;Guti;Juhar M.;Wasiluk M.;Fryc P.;Góralski J.;Soldecki D.;Romanczuk T.;Kupczak M.;Frankowski P.;Koval V.;Vassiljev K.;Gutkovskis V.;Mackiewicz K.;Kedziora W.;Świderski K.;A
10.05.2016;20:30;Śląsk Wrocław;Wisła Kraków;2015/2016;Stadion Miejski im. Henryka Reymana (Kraków);Bednarek L. (Pol);1;3,33;3,38;2,1;1;3,84;3,61;2,23;3,84;3,61;2,05;0;0;14;13;6;4;0,48;0,52;8;6;14;15;1;1;5;7;7;11;5;1;17;19;32;17;3;0;Pawełek M.;Miskiewicz M.;Dankowski K.;Bartosz J.;Kokoszka A.;Guzmics R.;Celeban P.;Sadlok M.;Pawelec M.;Cywka T.;Gecov M.;Boguski R.;Holota T.;Mączyński K.;Hateley T.;Popovic D.;Morioka R.;Malecki P.;Pich R.;Brożek Pa.;Mervo B.;Ondrasek Z.;D
11.05.2016;20:30;Legia Warszawa;Lechia Gdańsk;2015/2016;Polsat Plus Arena (Gdańsk);Musial T. (Pol);0;2,52;3,27;2,72;2;2,74;3,5;3,01;2,74;3,43;2,68;1;0;13;18;2;1;0,43;0,57;3;5;23;16;2;4;1;4;5;4;0;4;6;12;29;26;3;4;Malarz A.;Milinkovic-Savic V.;Jędrzejczyk A.;Wojtkowiak G.;Lewczuk I.;Maloca M.;Hlousek A.;Wawrzyniak J.;Brzyski T.;Kovacevic A.;Guilherme;Chrapek M.;Vranjes S.;Paixao F.;Maslowski M.;Krasic M.;Hamalainen K.;Mila S.;Aleksandrov M.;Peszko S.;Nikolics N.;Kuswik G.;H
11.05.2016;20:30;Cracovia;Pogoń Szczecin;2015/2016;5 073;Stadion Miejski w Szczecinie (Szczecin);2;2,75;3,19;2,52;3;2,94;3,4;2,7;2,94;3,22;2,64;1;0;10;15;4;3;0,54;0,46;9;5;19;10;1;4;5;7;7;3;8;0;20;10;20;22;4;1;Sandomierski G.;Slowik J.;Deleu;Frączczak A.;Polczak P.;Czerwiński J.;Wołąkiewicz H.;Fojut J.;Jaroszynski P.;Lewandowski M.;Budzinski M.;Matras M.;Covilo M.;Murawski R.;Wójcicki J.;Gyurcso A.;Cetnarski M.;Kort D.;Kapustka B.;Nunes R.;Jendrisek E.;Dvalishvili V.;H
11.05.2016;20:30;Piast Gliwice;Ruch Chorzów;2015/2016;Stadion Ruchu Chorzów (Chorzów);Zlotek M. (Pol);3;2,16;3,39;3,2;0;2,28;3,65;3,6;2,23;3,64;3,3;0;0;20;12;6;4;0,41;0,59;5;6;11;23;3;0;7;6;4;8;1;1;12;15;12;6;1;0;Szmatuła J.;Skaba W.;Mokwa T.;Konczkowski M.;Korun U.;Grodzicki R.;Hebert;Cichocki M.;Pietrowski M.;Szyndrowski M.;Zivec S.;Surma L.;Murawski R.;Hanzel L.;Bukata M.;Podgorski T.;Moskwik P.;Lipski P.;Barisic J.;Moneta L.;Nespor M.;Stepinski M.;A
11.05.2016;20:30;Lech Poznań;Zagłębie Lubin;2015/2016;Stadion Zagłębia Lubin (Lubin);Marciniak S. (Pol);0;5,06;3,76;1,64;3;5,7;4,3;1,7;5,39;4,09;1,68;0;0;11;11;7;4;0,52;0,48;5;7;15;11;0;5;4;10;1;2;2;2;7;14;27;24;2;1;Buric J.;Polacek M.;Kędziora T.;Todorovski A.;Arajuuri P.;Guldan L.;Wilusz M.;Dąbrowski M.;Gumny R.;Tosik J.;Tetteh A.;Piątek L.;Trałka Ł.;Kubicki J.;Jóźwiak K.;Janoszka L.;Gajos M.;Starzyński F.;Pawlowski S.;Wozniak A.;Nielsen N.;Piątek K.;H
